"lingua","proverbio","interpretacao"
"Kikongo","Ntangu nzimbu"," O tempo é dinheiro. «O tempo é a única riqueza de que se pode ser avaro sem desonra» (Chauvot de Beauchêne)."
"Kikongo","Nuni zaleka nti mosi zatoma mvumuka"," As aves que pernoitam juntas sabem voar juntas. «Cada qual com seu igual»."
"Kikongo","Nunga mbi mumbote, kuvutudi mbi mumbi ko"," Vence o mal pelo bem, nao vence o mal pelo mal."
"Kikongo","Nunu tekele maza ngangu ku kileka zasala, yovo: nunu tekele nkuni ngangu kukileka zasala."," Um velho que vai buscando água e apanhando lenha é um sinal de que era desajuizado na sua juventude. «Mocidade ociosa, velhice vergonhosa». "
"Kikongo","Nzamba wabwisa kyamvu, mfingi wakala vana ndambu wa kisema ye voya vo: «mono ye nzamba tubwisidi e kyamvu»!"," Quando o elefante partiu a ponte, o pequenito rato Mfingi que estava ao seu lado gritou e  vangloriou-se dizendo que são ele e o elefante que partiram a ponte."
"Kikongo","Nzenza kanwani ko, ngolu kuna nsi andi kukasisa zo e?"," O estrangeiro não luta, terá ele deixado as suas força na sua terra? O homem deve defender os seus direitos em qualquer país ou lugar onde estiver."
"Kikongo","Nzila n'dimba diyatomena: ntela fwanana ye nyanga, be-be-betela!"," O caminho vicinal é preferível aos outros, pois nele a altura da erva e o tamanho do homem ajustam-se: justamente!  Este provérbio exprime a satisiação que deriva de um acordo resultante da compreensão mútua dos dois grupos em discussão."
"Kikongo","Nzimbu kosala ko vevomoka zivevomokanga"," O dinheiro não ganho por seus próprios esforços voa com o vento. O que não ganhamos com o nosso suor, dissipamo-lo sem pena."
"Kikongo","Nzo a nene fwila vansamba"," Uma grande casa desfaz-se pela goteira (pela borda). Se um pequeno dano não for remediado logo que seus efeitos se manifestarem, poderá ser o ponto de partida da destrução de uma qualquer grande obra. «A ruína de uma nação começa nas casas do seu povo» (Prov. Africano). Dai: «um passo dado a tempo vale por nove»."
"Kikongo","Ovovela vandonga, ntu andi kakutula"," Quem fala em público, liberta a sua cabeça. Uma declaração ou uma confissão pública alivia e liberta a consciência."
"Kikongo","Tadi ye tadi katunganga nzo ko"," Pedra com pedra não constrói uma casa. «Duro com o duro não faz bom muro»."
"Kikongo","Tata kafwa ko, munzo kavila! fwa kwa nkaka e vila munzo kwa nkak' e?"," «O pai não morreu, mas foi carbonizado pelo fogo em casa».  Será que ele deixou de ser morto por ter sido carbonizado pelo fogo em casa?  A morte, seja ela natural ou acidental, é sempre uma morte."
"Kikongo","Tata nkento isopa!"," UMVWILE NZIMBU, Casarei com a minha tia! Mas deves ter dinheiro para o alambamento embora que seja a irmã ou a sobrinha de teu pai.  «Nada de bom se adquire sem pena, pois, amigos, amigos» negócios, negócios a parte»."
"Kikongo","Toma wa itoma samuna."," Ouvir bem é poder informar com verdade. «Ter ouvido sem reter nada não faz ciência»."
"Kikongo","Tudilanga ndila zole: «e mono andidi»! «e mono ikídidi»!"," Choremos de duas maneiras: «ai de mim, mataram-me»! e «ai de mim, matei-me a mim próprio»!.  Este provérbio é utilizado quando se dá conta de que a vítima de uma infelicidade é também o causador da mesma."
"Kikongo","Tulu mpangi à lufwa.","O sono é parente da morte.  O sono suspende as funções da vida consciente e mergulha o homem na vida subconsciente cujas funções reformam, recriam e regeneram o seu corpo e espírito.  É a suspensão da vida consciente que assimila o sono à inconsciencia e a morte."
"Kikongo","Tungu makumatatu una yawu kulendele yo nata ko, zolele dyaka zenga tungu makumatanu, weyi unatina yo?","  Já cortou trinta vigas que não consegue levar, e quer ainda cortar mais cinquenta outras vigas!  Como é que vai levá-las todas? «Quem muito abarca pouco aperta e quem tudo quer, tudo perde»."
"Kikongo","Untenda un'otendela yaya, nga ntu ku mosi mina e?"," Corta-me o cabelo como cortaste ao meu irmão. Mas as cabeças são iguais? Não há duas pessoas iguais no mundo. «Não seja imitador dos outros»."
"Kikongo","Unu kyame, mbazi kyaku,"," Hoje é meu dia, amanhã é o seu. Cada qual tem o seu dia de infortúnio.  Se hoje é meu dia, amanhã poderá ser o seu. «Não há bem que sempre dure, nem mal que não acabe»."
"Kikongo","Vo unkandi tetoka, za zingi zifwilanga mu kati yovo : wakala nkandi tetoka, zazingi zifwilanga mu kati."," Se fores uma noz, sai da tua casca, pois há muitas que morrem dentro das suas, cascas. Este provérbio aplica-se às jovens filhas bonitas e exigentes que temporizam ou, hesitam infinitamente perantes os pretendentes que se-lhes apresentam."
"Kikongo","Wutidi mwana kakodi ko, mbaka wanzolela kakala e?","Geraste um filho e não queres que cresça, quiseste que fosse anão? Dito de um pai egoísta, invejoso dos sucessos do seu próprio filho."
"Kikongo","Wutídi va zandu, kanati nsangu ko, awonso vena zandu wantu aku e?","Deste a luz à uma criança no mercado e quiseste que ninguém divulgasse a notícia  todos os que estiveram no mercado estão no teu serviço para impedí-los de o fazer?"""
"Cokwé","Khanda wamba ngwo nguli munene, khumana aliko kanahiana.","Não digas que és grande, enquanto há maiores."
"Cokwé","Uli kulutwe kexi kumuteta mucila.","Não se deve cortar a cauda a quem está em frente. Não estime quem estiver em frente, pois quem estiver a seguí-lo, pode ser o melhor ou primeiro a chegar à meta."
"Cokwé","Kalimine camuvumine cimwe.","Não cultivou porque alguma coisa o impediu. Se alguém não terminou [...] algum impediu-lhe."
"Cokwé","Ufuku kuwenda mbunga, cimbungu yasaukila.","Muitos andam à noite, mais só a hiena é que apanhada. Devido aos seus maus hábitos, assumirás a culpa dos outros."
"Cokwé","Yakuwana kexi ku iseha.","Conversa encontrada não se ri. Não se ri de uma conversa encontrada, às vezes falam da sua família ou mesmo de ti."
"Cokwé","Hanalila thambwe nyi imbungu hohene.","Onde comem os leões, comem as hienas. Onde come o chefe, o subordinado também deve comer lá."
"Cokwé","Lunga mupema kexi kutala mu ndoho.","O bom marido não olha na panela. Grande homem é aquele não verifica na panela."
"Cokwé","Ixi wa holekela mu lwiji katokele.","Peixe que caiu no rio, não se perdeu. O peixe não se perde no rio, pois é o seu habitat."
"Cokwé","Mwana ixi kexi kutoka mu meya.","O filho do peixe não se perde na água 'rio'. A capacidade do indivíduo mede-se pelos seus atos. O peixe não se perde no rio, pois é o seu habitat."
"Cokwé","Munwe umuwika uxi kwanda ina mu mutwe.","Um dedo não tira piolho na cabeça. A união faz a força."
"Cokwé","Luiji yenda nyi ukawenyi ya henga.","O rio que andou sozinho ficou torto. Ninguém é melhor do que ninguém, devemos trabalhar em equipa, é com ajuda que as coisas correm bem, a união faz a força."
"Cokwé","Cafwa ku uta yanga ce alia.","Caçador comerá o que irá matar. O caçador não lhe importa o quê irá caçar, o importante é caçar. Aquilo que matar-lhe-á servirá de mantimento."
"Cokwé","Wali saswiya kexi nyi caswa.","Quem se acha não tem suporte. Quem mais grita não tem força. Cão que ladra não morde."
"Cokwé","Ya hola ya kuswa.","O silêncio evita muita coisa. Manter-se calado evitam-se muitos males."
"Cokwé","Undji wa masonde, andji kexi mazo mukanwa.","Multidão de kisonde(formigas grandes), muitos não têm dentes na boca. O facto de serem muitos não implica que todos têm força, uns apenas seguem o vento."
"Cokwé","Ngoma nyi mu intezuka nyinguika ngwo mu iphulika.","Quando a batida de batuque começa aquecer é porque irá arrebentar. Quando as reclamações são constantes é porque algo não corre bem, e o fim de tudo é divisionismo."
"Cokwé","Wa indama kexi kutwamina ku mbongo.","O azarado não deve estar próximo da ravina. Na sociedade há sempre um azarado, acusado em tudo, qualquer problema recai sobre ele, mesmo não cometendo erros. Evite estar em lugares onde falam mal de alguém, amanhã serás mencionado no problema."
"Cokwé","Wambata nokwo mwe tatenu","Quem vive com a sua mãe é o seu pai, quem mantém a sua mãe é o seu pai. Deves contentar-te com o que tens e não satisfazer os outros com aquilo que não tens."
"Cokwé","Phembe kalia ha usuku wa lonji","O cabrito come consoante o comprimento da sua corda, o cabrito come onde está amarrado. Deves contentar-te com o que tens e não satisfazer os outros com aquilo que não tens."
"Cokwé","Calia mutfu Zambi wa cihana","O que a pessoa come, Deus é quem lhe dá. Quando achamos que não conseguimos alcançar os objetivos, ali Deus abre as portas."
"Cokwé","Handa uwejela tfuswa ku mavuno","Não ajunte salale aos vermes. Numa resolução de problema não se deve buscar os pontos negativos, resolve apenas o problema em causa. Não se apaga o fogo com gasolina, os erros passados não podem ser relembrados."
"Cokwé","Kumona una mona kexi kwambamo","Ver que está ver não se fala. O silêncio é a chave da sabedoria, não fale daquilo que viu, sem teres provas."
"Cokwé","Wameka mweji, mwe walia senga jia mweji","Aquele que visita o doente, deste come-lhe a papa. Só come de outro aquele que visita."
"Cokwé","Wenda waya nyi kulia","Quem anda vai comendo. Só come quem anda."
"Cokwé","Kutfuma kanukhe kulivuma","Mandar uma criança é perder tempo."
"Cokwé","Meneka mukwenu uli cize sonyi, capwile ngwe umucize lamba.","Visite o outro para te livrares da vergonha, e não para lhe livrares do sofrimento."
"Cokwé","Liso liafwa tfulo mwali","Olho furado nele existe sonho. A deficiência não pode limitar os nossos sonhos."
"Cokwé","Citondji mwene wa linyingika","O deficiente conhece a sua deficiência."
"Cokwé","Lungonji wa xaha mulaya","A corda que mata é a preta, pois a branca todo o mundo vem. Quem vem os obstáculos vivem, só morre quem não ouve."
"Cokwé","Nyi wa wana mbaci helu lia mutondo, nyingika ngwo mutfu wa musoho","Quando encontrares o cágado por cima de uma árvore, saibas que alguém o pôs lá."
"Cokwé","Lunga umuwika katungu zuwo, hatumbula zuwo","Um homem só não constrói nem destrói uma casa. A união faz a força."
"Cokwé","Sema wanukhe ukulwana utfume","Procrie enquanto jovem para mandares na idade adulta. O futuro prepara-se na juventude."
"Cokwé","Sema phwo hamene umone lunga","Nasce mulher para amanhã ver homem."
"Cokwé","Kumina luthongo munyenyo unalimono kutohwa","Ao engolir o luthongo(fruta silvestre existente na região leste de Angola) deve-se confiar com ânus. Quando se arranja conflitos, deve resolvê-los."
"Cokwé","Weva kuzwa kalikula","Só se coça quem sente comichão. Só se preocupa quem está aflito."
"Cokwé","Huma lia mukulwana lia huma indji","O olhar de mais velho evita muitos males. A presença de um chefe transmite um sentimento de segurança."
"Cokwé","Thoto kahia nyi ciputamo","O mal se corta pela raiz."
"Cokwé","Ximbi itangu nyi combo","Os primeiros depoimentos é que valem."
"Cokwé","Wahandjikila ku mbunge kexi kuvulumuna","Quem fala no seu íntimo não peca."
"Cokwé","Cahwa kumeso, kumbunge kuxili","Terminou no rosto, mais no coração mantém. O problema pode ser resolvido, mas a raiva ou sentimento existirá."
"Cokwé","Enda ali kexi ku lihangulula","Quando se anda a dois não se duvida. Quando se anda há dois não se duvida das opiniões. A opinião de duas pessoas que andam juntas deve ser a mesma."
"Cokwé","Mutala kumeya, mutala ku unga","Olhe na água, olhe na fuba. Na resolução de um problema deve-se resolver olhando em ambas as partes."
"Cokwé","Mulonga wa combo kexi ku uhana kuli nguli","O problema do porco não se dá ao javali. O porco não pode resolver o problema do javali, pois ambos são da mesma espécie."
"Cokwé","Wa pomba mwixi lia mutondo mwe weva kwona ca kajiya","Quem dorme por baixo da árvore em quem sente o ressonar do pássaro. Sente as dores quem vive os problemas, sente as dificuldades quem vive a realidade."
"Cokwé","Hana ka kutokela tangwa nyi hamene he makutokela","Onde te escureceu o dia, amanhã vai te escurecer de novo. O esperto só almoça, não janta, quando lhe dão algum para depois devolver que o faça, amanhã pode precisar de novo."
"Cokwé","Wali phuphula woca ha mwixi","O precipitado assou no fumo, o precipitado come cru."
"Cokwé","Handa uteta ixi, ngwo au cihehe au mutwe","Não se divide o peixe e chamar as partes divididas de parte da cabeça e a parte da cauda. Pode até dividir-se o peixe e chamá-lo de parte da cabeça e da cauda, mas não deixará de ser chamado de peixe."
"Cokwé","Seha weseke","Ri para medir. Não se ri da desgraça de outrem, amanhã poderá acontecer contigo ou ser sua vez."
"Cokwé","Lumbundvu mutangu mwe wa xanga kaxitfu","A primeira bala é que mata o animal. O primeiro disparo é que mata o animal, pode até não morrer na hora, mas foi o primeiro disparo que o matou."
"Cokwé","Ye akwamba!","É isto que te falam!"
"Cokwé","Mwiji mukwata, handa mulandvula","Deve-se apanhar o gatuno, e não seguir as pegadas. Não se deve acusar alguém sem ter provas."
"Cokwé","Cilondelela cafile ximba mulonji","A imitação fez matar o ximba(animal) na corda. Não se pode imitar o modo de vida de outrem, não se sabe como faz para conseguir viver a vida."
"Cokwé","Kawa kalila ha ikola yenyi","O cão come através da sua dor, o cão come consoante o seu sacrifício."
"Cokwé","Hana xahila njamba he atetela ifwo","Deve-se dividir a carne onde é morto o elefante. A divisão da carne deve ser feita no local, e não depois."
"Cokwé","Kwita ca mukulwana kutala","O pedido de um mais velho está no olhar."
"Cokwé","Wino wa kandandji, futo lia cikholokholo","A dança é do circuncidado, mas a oferta é do supervisor. Na vitória de uma batalha, apenas serão enaltecidos os chefes de batalha."
"Cokwé","Ha fila lunga ha hwekha","Onde morre o homem, fica vazio. Quando morre um pai de família, ele deixa um vazio enorme."
"Cokwé","Wasala mu ikulu mwe wafuta mapanza","O sucessor é quem paga as dívidas."
"Cokwé","Ngombo ya kawa mwene wa imwanga","O poder que é-nos dado, nós mesmo é quem destruímos. A progressão da vida depende de si."
"Cokwé","Semi mukulu nyi neye ka kuwonda","Uma mãe de vários partos pode apertar ou matar o filho. Nem todos os dias são iguais."
"Cokwé","Yamwangana ixi kuswa","Quando algo se despeja, não voltará a mesma quantidade. Resolver os problemas não significa que a confiança ou amizade anterior será a mesma."
